Trinity_ID	CrabA_0	CrabA_2	CrabA_17	cluster	GO_ID	GOslim	biological_process	V2	uniprot_acc_ID	V4	V5	V6	V7	V8.x	V9.x	V10.x	V11.x	V12	V13	V14	entry_name	review_status	protein_name	gene_name	organism	length	V8.y	V9.y	V10.y	V11.y	gene_ontology_IDs
TRINITY_DN6735_c0_g1_i1	0	2	0	2	GO:0042060	stress response	P	sp	Q9VBW3	CAD96_DROME	57	128	52	2	216	593	646	772	2.7e-36	154.5	CAD96_DROME	reviewed	Tyrosine kinase receptor Cad96Ca (EC 2.7.10.1) (Cadherin-96Ca) (Tyrosine kinase receptor HD-14)	Cad96Ca HD-14 CG10244	Drosophila melanogaster (Fruit fly)	773	calcium-dependent cell-cell adhesion via plasma membrane cell adhesion molecules [GO:0016339]; Golgi organization [GO:0007030]; homophilic cell adhesion via plasma membrane adhesion molecules [GO:0007156]; negative regulation of cell size [GO:0045792]; positive regulation of wound healing [GO:0090303]; protein phosphorylation [GO:0006468]; wound healing [GO:0042060]	apical part of cell [GO:0045177]; integral component of plasma membrane [GO:0005887]	ATP binding [GO:0005524]; calcium ion binding [GO:0005509]; protein kinase activity [GO:0004672]; protein tyrosine kinase activity [GO:0004713]; transmembrane receptor protein tyrosine kinase activity [GO:0004714]	apical part of cell [GO:0045177]; integral component of plasma membrane [GO:0005887]; ATP binding [GO:0005524]; calcium ion binding [GO:0005509]; protein kinase activity [GO:0004672]; protein tyrosine kinase activity [GO:0004713]; transmembrane receptor protein tyrosine kinase activity [GO:0004714]; calcium-dependent cell-cell adhesion via plasma membrane cell adhesion molecules [GO:0016339]; Golgi organization [GO:0007030]; homophilic cell adhesion via plasma membrane adhesion molecules [GO:0007156]; negative regulation of cell size [GO:0045792]; positive regulation of wound healing [GO:0090303]; protein phosphorylation [GO:0006468]; wound healing [GO:0042060]	GO:0004672; GO:0004713; GO:0004714; GO:0005509; GO:0005524; GO:0005887; GO:0006468; GO:0007030; GO:0007156; GO:0016339; GO:0042060; GO:0045177; GO:0045792; GO:0090303
TRINITY_DN3844_c0_g1_i4	43	0	11	3	GO:0000711	stress response	P	sp	Q95TJ9	CYCG_DROME	34.9	327	187	6	652	1602	239	549	1.8e-40	170.6	CYCG_DROME	reviewed	Cyclin G	CycG CG11525	Drosophila melanogaster (Fruit fly)	566	cell division [GO:0051301]; double-strand break repair [GO:0006302]; epithelium development [GO:0060429]; female meiotic nuclear division [GO:0007143]; meiotic DNA repair synthesis [GO:0000711]; multicellular organism development [GO:0007275]; negative regulation of G1/S transition of mitotic cell cycle [GO:2000134]; positive regulation of growth [GO:0045927]; regulation of Notch signaling pathway [GO:0008593]; regulation of transcription, DNA-templated [GO:0006355]; transcription, DNA-templated [GO:0006351]	polytene chromosome [GO:0005700]	cyclin-dependent protein serine/threonine kinase regulator activity [GO:0016538]; DNA binding [GO:0003677]	polytene chromosome [GO:0005700]; cyclin-dependent protein serine/threonine kinase regulator activity [GO:0016538]; DNA binding [GO:0003677]; cell division [GO:0051301]; double-strand break repair [GO:0006302]; epithelium development [GO:0060429]; female meiotic nuclear division [GO:0007143]; meiotic DNA repair synthesis [GO:0000711]; multicellular organism development [GO:0007275]; negative regulation of G1/S transition of mitotic cell cycle [GO:2000134]; positive regulation of growth [GO:0045927]; regulation of Notch signaling pathway [GO:0008593]; regulation of transcription, DNA-templated [GO:0006355]; transcription, DNA-templated [GO:0006351]	GO:0000711; GO:0003677; GO:0005700; GO:0006302; GO:0006351; GO:0006355; GO:0007143; GO:0007275; GO:0008593; GO:0016538; GO:0045927; GO:0051301; GO:0060429; GO:2000134
TRINITY_DN3844_c0_g1_i4	43	0	11	3	GO:0006302	stress response	P	sp	Q95TJ9	CYCG_DROME	34.9	327	187	6	652	1602	239	549	1.8e-40	170.6	CYCG_DROME	reviewed	Cyclin G	CycG CG11525	Drosophila melanogaster (Fruit fly)	566	cell division [GO:0051301]; double-strand break repair [GO:0006302]; epithelium development [GO:0060429]; female meiotic nuclear division [GO:0007143]; meiotic DNA repair synthesis [GO:0000711]; multicellular organism development [GO:0007275]; negative regulation of G1/S transition of mitotic cell cycle [GO:2000134]; positive regulation of growth [GO:0045927]; regulation of Notch signaling pathway [GO:0008593]; regulation of transcription, DNA-templated [GO:0006355]; transcription, DNA-templated [GO:0006351]	polytene chromosome [GO:0005700]	cyclin-dependent protein serine/threonine kinase regulator activity [GO:0016538]; DNA binding [GO:0003677]	polytene chromosome [GO:0005700]; cyclin-dependent protein serine/threonine kinase regulator activity [GO:0016538]; DNA binding [GO:0003677]; cell division [GO:0051301]; double-strand break repair [GO:0006302]; epithelium development [GO:0060429]; female meiotic nuclear division [GO:0007143]; meiotic DNA repair synthesis [GO:0000711]; multicellular organism development [GO:0007275]; negative regulation of G1/S transition of mitotic cell cycle [GO:2000134]; positive regulation of growth [GO:0045927]; regulation of Notch signaling pathway [GO:0008593]; regulation of transcription, DNA-templated [GO:0006355]; transcription, DNA-templated [GO:0006351]	GO:0000711; GO:0003677; GO:0005700; GO:0006302; GO:0006351; GO:0006355; GO:0007143; GO:0007275; GO:0008593; GO:0016538; GO:0045927; GO:0051301; GO:0060429; GO:2000134
TRINITY_DN5828_c0_g1_i3	3	0	0	3	GO:0006979	stress response	P	sp	Q641Y2	NDUS2_RAT	74.1	433	112	0	266	1564	31	463	1.4e-198	694.1	NDUS2_RAT	reviewed	NADH dehydrogenase [ubiquinone] iron-sulfur protein 2, mitochondrial (EC 1.6.5.3) (EC 1.6.99.3) (Complex I-49kD) (CI-49kD) (NADH-ubiquinone oxidoreductase 49 kDa subunit)	Ndufs2	Rattus norvegicus (Rat)	463	mitochondrial ATP synthesis coupled electron transport [GO:0042775]; response to oxidative stress [GO:0006979]	mitochondrial respiratory chain complex I [GO:0005747]; nucleoplasm [GO:0005654]	4 iron, 4 sulfur cluster binding [GO:0051539]; metal ion binding [GO:0046872]; NAD binding [GO:0051287]; NADH dehydrogenase (ubiquinone) activity [GO:0008137]; quinone binding [GO:0048038]; ubiquitin protein ligase binding [GO:0031625]	mitochondrial respiratory chain complex I [GO:0005747]; nucleoplasm [GO:0005654]; 4 iron, 4 sulfur cluster binding [GO:0051539]; metal ion binding [GO:0046872]; NAD binding [GO:0051287]; NADH dehydrogenase (ubiquinone) activity [GO:0008137]; quinone binding [GO:0048038]; ubiquitin protein ligase binding [GO:0031625]; mitochondrial ATP synthesis coupled electron transport [GO:0042775]; response to oxidative stress [GO:0006979]	GO:0005654; GO:0005747; GO:0006979; GO:0008137; GO:0031625; GO:0042775; GO:0046872; GO:0048038; GO:0051287; GO:0051539
TRINITY_DN19856_c0_g1_i1	1	0	0	3	GO:0046330	stress response	P	sp	Q9NIV1	E2AK3_DROME	57.8	64	27	0	64	255	624	687	6.5e-14	77.8	E2AK3_DROME	reviewed	Eukaryotic translation initiation factor 2-alpha kinase (EC 2.7.11.1) (PRKR-like endoplasmic reticulum kinase) (DmPEK) (PEK) (PERK)	PEK EIF2AK3 CG2087	Drosophila melanogaster (Fruit fly)	1162	PERK-mediated unfolded protein response [GO:0036499]; positive regulation of autophagy [GO:0010508]; positive regulation of JNK cascade [GO:0046330]; protein phosphorylation [GO:0006468]; regulation of G2/M transition of mitotic cell cycle [GO:0010389]; regulation of translation [GO:0006417]	endoplasmic reticulum membrane [GO:0005789]; integral component of membrane [GO:0016021]	ATP binding [GO:0005524]; elongation factor-2 kinase activity [GO:0004686]; protein kinase activity [GO:0004672]	endoplasmic reticulum membrane [GO:0005789]; integral component of membrane [GO:0016021]; ATP binding [GO:0005524]; elongation factor-2 kinase activity [GO:0004686]; protein kinase activity [GO:0004672]; PERK-mediated unfolded protein response [GO:0036499]; positive regulation of autophagy [GO:0010508]; positive regulation of JNK cascade [GO:0046330]; protein phosphorylation [GO:0006468]; regulation of G2/M transition of mitotic cell cycle [GO:0010389]; regulation of translation [GO:0006417]	GO:0004672; GO:0004686; GO:0005524; GO:0005789; GO:0006417; GO:0006468; GO:0010389; GO:0010508; GO:0016021; GO:0036499; GO:0046330
TRINITY_DN1398_c0_g1_i2	0	1	0	2	GO:0006281	stress response	P	sp	Q9Y4A5	TRRAP_HUMAN	59.1	2308	833	22	36	6851	1628	3859	0	2684.8	TRRAP_HUMAN	reviewed	Transformation/transcription domain-associated protein (350/400 kDa PCAF-associated factor) (PAF350/400) (STAF40) (Tra1 homolog)	TRRAP PAF400	Homo sapiens (Human)	3859	beta-catenin-TCF complex assembly [GO:1904837]; DNA repair [GO:0006281]; histone acetylation [GO:0016573]; histone deubiquitination [GO:0016578]; histone H2A acetylation [GO:0043968]; histone H4 acetylation [GO:0043967]; protein deubiquitination [GO:0016579]; regulation of transcription, DNA-templated [GO:0006355]; transcription, DNA-templated [GO:0006351]	Golgi apparatus [GO:0005794]; NuA4 histone acetyltransferase complex [GO:0035267]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; PCAF complex [GO:0000125]; STAGA complex [GO:0030914]; Swr1 complex [GO:0000812]; transcription factor TFTC complex [GO:0033276]	kinase activity [GO:0016301]; thiol-dependent ubiquitinyl hydrolase activity [GO:0036459]; transcription cofactor activity [GO:0003712]	Golgi apparatus [GO:0005794]; NuA4 histone acetyltransferase complex [GO:0035267]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; PCAF complex [GO:0000125]; STAGA complex [GO:0030914]; Swr1 complex [GO:0000812]; transcription factor TFTC complex [GO:0033276]; kinase activity [GO:0016301]; thiol-dependent ubiquitinyl hydrolase activity [GO:0036459]; transcription cofactor activity [GO:0003712]; beta-catenin-TCF complex assembly [GO:1904837]; DNA repair [GO:0006281]; histone acetylation [GO:0016573]; histone deubiquitination [GO:0016578]; histone H2A acetylation [GO:0043968]; histone H4 acetylation [GO:0043967]; protein deubiquitination [GO:0016579]; regulation of transcription, DNA-templated [GO:0006355]; transcription, DNA-templated [GO:0006351]	GO:0000125; GO:0000812; GO:0003712; GO:0005634; GO:0005654; GO:0005794; GO:0006281; GO:0006351; GO:0006355; GO:0016301; GO:0016573; GO:0016578; GO:0016579; GO:0030914; GO:0033276; GO:0035267; GO:0036459; GO:0043967; GO:0043968; GO:1904837
TRINITY_DN1080_c1_g1_i3	73	40	50	3	GO:0006284	stress response	P	sp	E1C1R4	UBP47_CHICK	43.6	365	188	7	505	1587	1015	1365	3.6e-82	308.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN1080_c1_g1_i3	73	40	50	3	GO:0006974	stress response	P	sp	E1C1R4	UBP47_CHICK	43.6	365	188	7	505	1587	1015	1365	3.6e-82	308.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN3606_c0_g1_i1	10	8	20	4	GO:0006287	stress response	P	sp	Q9LRE6	DPOD1_ORYSJ	51.6	1024	454	20	95	3109	103	1103	2.6e-285	983.4	DPOD1_ORYSJ	reviewed	DNA polymerase delta catalytic subunit (EC 2.7.7.7)	POLD1 Os11g0186400 LOC_Os11g08330	Oryza sativa subsp. japonica (Rice)	1105	base-excision repair, gap-filling [GO:0006287]; DNA replication proofreading [GO:0045004]; nucleotide-excision repair, DNA gap filling [GO:0006297]	delta DNA polymerase complex [GO:0043625]	3'-5'-exodeoxyribonuclease activity [GO:0008296]; 4 iron, 4 sulfur cluster binding [GO:0051539]; DNA binding [GO:0003677]; DNA-directed DNA polymerase activity [GO:0003887]; metal ion binding [GO:0046872]; nucleotide binding [GO:0000166]	delta DNA polymerase complex [GO:0043625]; 3'-5'-exodeoxyribonuclease activity [GO:0008296]; 4 iron, 4 sulfur cluster binding [GO:0051539]; DNA binding [GO:0003677]; DNA-directed DNA polymerase activity [GO:0003887]; metal ion binding [GO:0046872]; nucleotide binding [GO:0000166]; base-excision repair, gap-filling [GO:0006287]; DNA replication proofreading [GO:0045004]; nucleotide-excision repair, DNA gap filling [GO:0006297]	GO:0000166; GO:0003677; GO:0003887; GO:0006287; GO:0006297; GO:0008296; GO:0043625; GO:0045004; GO:0046872; GO:0051539
TRINITY_DN3606_c0_g1_i1	10	8	20	4	GO:0006297	stress response	P	sp	Q9LRE6	DPOD1_ORYSJ	51.6	1024	454	20	95	3109	103	1103	2.6e-285	983.4	DPOD1_ORYSJ	reviewed	DNA polymerase delta catalytic subunit (EC 2.7.7.7)	POLD1 Os11g0186400 LOC_Os11g08330	Oryza sativa subsp. japonica (Rice)	1105	base-excision repair, gap-filling [GO:0006287]; DNA replication proofreading [GO:0045004]; nucleotide-excision repair, DNA gap filling [GO:0006297]	delta DNA polymerase complex [GO:0043625]	3'-5'-exodeoxyribonuclease activity [GO:0008296]; 4 iron, 4 sulfur cluster binding [GO:0051539]; DNA binding [GO:0003677]; DNA-directed DNA polymerase activity [GO:0003887]; metal ion binding [GO:0046872]; nucleotide binding [GO:0000166]	delta DNA polymerase complex [GO:0043625]; 3'-5'-exodeoxyribonuclease activity [GO:0008296]; 4 iron, 4 sulfur cluster binding [GO:0051539]; DNA binding [GO:0003677]; DNA-directed DNA polymerase activity [GO:0003887]; metal ion binding [GO:0046872]; nucleotide binding [GO:0000166]; base-excision repair, gap-filling [GO:0006287]; DNA replication proofreading [GO:0045004]; nucleotide-excision repair, DNA gap filling [GO:0006297]	GO:0000166; GO:0003677; GO:0003887; GO:0006287; GO:0006297; GO:0008296; GO:0043625; GO:0045004; GO:0046872; GO:0051539
TRINITY_DN3606_c0_g1_i1	10	8	20	4	GO:0045004	stress response	P	sp	Q9LRE6	DPOD1_ORYSJ	51.6	1024	454	20	95	3109	103	1103	2.6e-285	983.4	DPOD1_ORYSJ	reviewed	DNA polymerase delta catalytic subunit (EC 2.7.7.7)	POLD1 Os11g0186400 LOC_Os11g08330	Oryza sativa subsp. japonica (Rice)	1105	base-excision repair, gap-filling [GO:0006287]; DNA replication proofreading [GO:0045004]; nucleotide-excision repair, DNA gap filling [GO:0006297]	delta DNA polymerase complex [GO:0043625]	3'-5'-exodeoxyribonuclease activity [GO:0008296]; 4 iron, 4 sulfur cluster binding [GO:0051539]; DNA binding [GO:0003677]; DNA-directed DNA polymerase activity [GO:0003887]; metal ion binding [GO:0046872]; nucleotide binding [GO:0000166]	delta DNA polymerase complex [GO:0043625]; 3'-5'-exodeoxyribonuclease activity [GO:0008296]; 4 iron, 4 sulfur cluster binding [GO:0051539]; DNA binding [GO:0003677]; DNA-directed DNA polymerase activity [GO:0003887]; metal ion binding [GO:0046872]; nucleotide binding [GO:0000166]; base-excision repair, gap-filling [GO:0006287]; DNA replication proofreading [GO:0045004]; nucleotide-excision repair, DNA gap filling [GO:0006297]	GO:0000166; GO:0003677; GO:0003887; GO:0006287; GO:0006297; GO:0008296; GO:0043625; GO:0045004; GO:0046872; GO:0051539
TRINITY_DN3247_c0_g1_i1	40	40	0	1	GO:0006284	stress response	P	sp	Q96FI4	NEIL1_HUMAN	46.7	334	141	5	86	1084	1	298	2.3e-76	288.1	NEIL1_HUMAN	reviewed	Endonuclease 8-like 1 (EC 3.2.2.-) (EC 4.2.99.18) (DNA glycosylase/AP lyase Neil1) (DNA-(apurinic or apyrimidinic site) lyase Neil1) (Endonuclease VIII-like 1) (FPG1) (Nei homolog 1) (NEH1) (Nei-like protein 1)	NEIL1	Homo sapiens (Human)	390	base-excision repair [GO:0006284]; depyrimidination [GO:0045008]; negative regulation of nuclease activity [GO:0032074]; nucleotide-excision repair [GO:0006289]; response to oxidative stress [GO:0006979]	chromosome [GO:0005694]; cytoplasm [GO:0005737]; microtubule organizing center [GO:0005815]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]	damaged DNA binding [GO:0003684]; DNA-(apurinic or apyrimidinic site) lyase activity [GO:0003906]; DNA N-glycosylase activity [GO:0019104]; hydrolase activity, acting on glycosyl bonds [GO:0016798]; protein C-terminus binding [GO:0008022]; zinc ion binding [GO:0008270]	chromosome [GO:0005694]; cytoplasm [GO:0005737]; microtubule organizing center [GO:0005815]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; damaged DNA binding [GO:0003684]; DNA N-glycosylase activity [GO:0019104]; DNA-(apurinic or apyrimidinic site) lyase activity [GO:0003906]; hydrolase activity, acting on glycosyl bonds [GO:0016798]; protein C-terminus binding [GO:0008022]; zinc ion binding [GO:0008270]; base-excision repair [GO:0006284]; depyrimidination [GO:0045008]; negative regulation of nuclease activity [GO:0032074]; nucleotide-excision repair [GO:0006289]; response to oxidative stress [GO:0006979]	GO:0003684; GO:0003906; GO:0005634; GO:0005654; GO:0005694; GO:0005737; GO:0005815; GO:0006284; GO:0006289; GO:0006979; GO:0008022; GO:0008270; GO:0016798; GO:0019104; GO:0032074; GO:0045008
TRINITY_DN3247_c0_g1_i1	40	40	0	1	GO:0006289	stress response	P	sp	Q96FI4	NEIL1_HUMAN	46.7	334	141	5	86	1084	1	298	2.3e-76	288.1	NEIL1_HUMAN	reviewed	Endonuclease 8-like 1 (EC 3.2.2.-) (EC 4.2.99.18) (DNA glycosylase/AP lyase Neil1) (DNA-(apurinic or apyrimidinic site) lyase Neil1) (Endonuclease VIII-like 1) (FPG1) (Nei homolog 1) (NEH1) (Nei-like protein 1)	NEIL1	Homo sapiens (Human)	390	base-excision repair [GO:0006284]; depyrimidination [GO:0045008]; negative regulation of nuclease activity [GO:0032074]; nucleotide-excision repair [GO:0006289]; response to oxidative stress [GO:0006979]	chromosome [GO:0005694]; cytoplasm [GO:0005737]; microtubule organizing center [GO:0005815]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]	damaged DNA binding [GO:0003684]; DNA-(apurinic or apyrimidinic site) lyase activity [GO:0003906]; DNA N-glycosylase activity [GO:0019104]; hydrolase activity, acting on glycosyl bonds [GO:0016798]; protein C-terminus binding [GO:0008022]; zinc ion binding [GO:0008270]	chromosome [GO:0005694]; cytoplasm [GO:0005737]; microtubule organizing center [GO:0005815]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; damaged DNA binding [GO:0003684]; DNA N-glycosylase activity [GO:0019104]; DNA-(apurinic or apyrimidinic site) lyase activity [GO:0003906]; hydrolase activity, acting on glycosyl bonds [GO:0016798]; protein C-terminus binding [GO:0008022]; zinc ion binding [GO:0008270]; base-excision repair [GO:0006284]; depyrimidination [GO:0045008]; negative regulation of nuclease activity [GO:0032074]; nucleotide-excision repair [GO:0006289]; response to oxidative stress [GO:0006979]	GO:0003684; GO:0003906; GO:0005634; GO:0005654; GO:0005694; GO:0005737; GO:0005815; GO:0006284; GO:0006289; GO:0006979; GO:0008022; GO:0008270; GO:0016798; GO:0019104; GO:0032074; GO:0045008
TRINITY_DN3247_c0_g1_i1	40	40	0	1	GO:0006979	stress response	P	sp	Q96FI4	NEIL1_HUMAN	46.7	334	141	5	86	1084	1	298	2.3e-76	288.1	NEIL1_HUMAN	reviewed	Endonuclease 8-like 1 (EC 3.2.2.-) (EC 4.2.99.18) (DNA glycosylase/AP lyase Neil1) (DNA-(apurinic or apyrimidinic site) lyase Neil1) (Endonuclease VIII-like 1) (FPG1) (Nei homolog 1) (NEH1) (Nei-like protein 1)	NEIL1	Homo sapiens (Human)	390	base-excision repair [GO:0006284]; depyrimidination [GO:0045008]; negative regulation of nuclease activity [GO:0032074]; nucleotide-excision repair [GO:0006289]; response to oxidative stress [GO:0006979]	chromosome [GO:0005694]; cytoplasm [GO:0005737]; microtubule organizing center [GO:0005815]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]	damaged DNA binding [GO:0003684]; DNA-(apurinic or apyrimidinic site) lyase activity [GO:0003906]; DNA N-glycosylase activity [GO:0019104]; hydrolase activity, acting on glycosyl bonds [GO:0016798]; protein C-terminus binding [GO:0008022]; zinc ion binding [GO:0008270]	chromosome [GO:0005694]; cytoplasm [GO:0005737]; microtubule organizing center [GO:0005815]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; damaged DNA binding [GO:0003684]; DNA N-glycosylase activity [GO:0019104]; DNA-(apurinic or apyrimidinic site) lyase activity [GO:0003906]; hydrolase activity, acting on glycosyl bonds [GO:0016798]; protein C-terminus binding [GO:0008022]; zinc ion binding [GO:0008270]; base-excision repair [GO:0006284]; depyrimidination [GO:0045008]; negative regulation of nuclease activity [GO:0032074]; nucleotide-excision repair [GO:0006289]; response to oxidative stress [GO:0006979]	GO:0003684; GO:0003906; GO:0005634; GO:0005654; GO:0005694; GO:0005737; GO:0005815; GO:0006284; GO:0006289; GO:0006979; GO:0008022; GO:0008270; GO:0016798; GO:0019104; GO:0032074; GO:0045008
TRINITY_DN3247_c0_g1_i1	40	40	0	1	GO:0045008	stress response	P	sp	Q96FI4	NEIL1_HUMAN	46.7	334	141	5	86	1084	1	298	2.3e-76	288.1	NEIL1_HUMAN	reviewed	Endonuclease 8-like 1 (EC 3.2.2.-) (EC 4.2.99.18) (DNA glycosylase/AP lyase Neil1) (DNA-(apurinic or apyrimidinic site) lyase Neil1) (Endonuclease VIII-like 1) (FPG1) (Nei homolog 1) (NEH1) (Nei-like protein 1)	NEIL1	Homo sapiens (Human)	390	base-excision repair [GO:0006284]; depyrimidination [GO:0045008]; negative regulation of nuclease activity [GO:0032074]; nucleotide-excision repair [GO:0006289]; response to oxidative stress [GO:0006979]	chromosome [GO:0005694]; cytoplasm [GO:0005737]; microtubule organizing center [GO:0005815]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]	damaged DNA binding [GO:0003684]; DNA-(apurinic or apyrimidinic site) lyase activity [GO:0003906]; DNA N-glycosylase activity [GO:0019104]; hydrolase activity, acting on glycosyl bonds [GO:0016798]; protein C-terminus binding [GO:0008022]; zinc ion binding [GO:0008270]	chromosome [GO:0005694]; cytoplasm [GO:0005737]; microtubule organizing center [GO:0005815]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; damaged DNA binding [GO:0003684]; DNA N-glycosylase activity [GO:0019104]; DNA-(apurinic or apyrimidinic site) lyase activity [GO:0003906]; hydrolase activity, acting on glycosyl bonds [GO:0016798]; protein C-terminus binding [GO:0008022]; zinc ion binding [GO:0008270]; base-excision repair [GO:0006284]; depyrimidination [GO:0045008]; negative regulation of nuclease activity [GO:0032074]; nucleotide-excision repair [GO:0006289]; response to oxidative stress [GO:0006979]	GO:0003684; GO:0003906; GO:0005634; GO:0005654; GO:0005694; GO:0005737; GO:0005815; GO:0006284; GO:0006289; GO:0006979; GO:0008022; GO:0008270; GO:0016798; GO:0019104; GO:0032074; GO:0045008
TRINITY_DN18_c0_g1_i4	8	0	0	3	GO:0045087	stress response	P	sp	Q9DBU3	RIOK3_MOUSE	48.8	475	226	7	403	1800	13	479	2.2e-119	431.8	RIOK3_MOUSE	reviewed	Serine/threonine-protein kinase RIO3 (EC 2.7.11.1) (RIO kinase 3)	Riok3	Mus musculus (Mouse)	519	cellular response to dsDNA [GO:1990786]; cellular response to dsRNA [GO:0071359]; cellular response to virus [GO:0098586]; defense response to virus [GO:0051607]; innate immune response [GO:0045087]; maturation of SSU-rRNA [GO:0030490]; negative regulation of I-kappaB kinase/NF-kappaB signaling [GO:0043124]; negative regulation of MDA-5 signaling pathway [GO:0039534]; negative regulation of protein homooligomerization [GO:0032463]; positive regulation of innate immune response [GO:0045089]; positive regulation of interferon-beta production [GO:0032728]	cytoplasm [GO:0005737]; preribosome, small subunit precursor [GO:0030688]	ATP binding [GO:0005524]; caspase binding [GO:0089720]; metal ion binding [GO:0046872]; protein serine/threonine kinase activity [GO:0004674]	cytoplasm [GO:0005737]; preribosome, small subunit precursor [GO:0030688]; ATP binding [GO:0005524]; caspase binding [GO:0089720]; metal ion binding [GO:0046872]; protein serine/threonine kinase activity [GO:0004674]; cellular response to dsDNA [GO:1990786]; cellular response to dsRNA [GO:0071359]; cellular response to virus [GO:0098586]; defense response to virus [GO:0051607]; innate immune response [GO:0045087]; maturation of SSU-rRNA [GO:0030490]; negative regulation of I-kappaB kinase/NF-kappaB signaling [GO:0043124]; negative regulation of MDA-5 signaling pathway [GO:0039534]; negative regulation of protein homooligomerization [GO:0032463]; positive regulation of innate immune response [GO:0045089]; positive regulation of interferon-beta production [GO:0032728]	GO:0004674; GO:0005524; GO:0005737; GO:0030490; GO:0030688; GO:0032463; GO:0032728; GO:0039534; GO:0043124; GO:0045087; GO:0045089; GO:0046872; GO:0051607; GO:0071359; GO:0089720; GO:0098586; GO:1990786
TRINITY_DN18_c0_g1_i4	8	0	0	3	GO:0045089	stress response	P	sp	Q9DBU3	RIOK3_MOUSE	48.8	475	226	7	403	1800	13	479	2.2e-119	431.8	RIOK3_MOUSE	reviewed	Serine/threonine-protein kinase RIO3 (EC 2.7.11.1) (RIO kinase 3)	Riok3	Mus musculus (Mouse)	519	cellular response to dsDNA [GO:1990786]; cellular response to dsRNA [GO:0071359]; cellular response to virus [GO:0098586]; defense response to virus [GO:0051607]; innate immune response [GO:0045087]; maturation of SSU-rRNA [GO:0030490]; negative regulation of I-kappaB kinase/NF-kappaB signaling [GO:0043124]; negative regulation of MDA-5 signaling pathway [GO:0039534]; negative regulation of protein homooligomerization [GO:0032463]; positive regulation of innate immune response [GO:0045089]; positive regulation of interferon-beta production [GO:0032728]	cytoplasm [GO:0005737]; preribosome, small subunit precursor [GO:0030688]	ATP binding [GO:0005524]; caspase binding [GO:0089720]; metal ion binding [GO:0046872]; protein serine/threonine kinase activity [GO:0004674]	cytoplasm [GO:0005737]; preribosome, small subunit precursor [GO:0030688]; ATP binding [GO:0005524]; caspase binding [GO:0089720]; metal ion binding [GO:0046872]; protein serine/threonine kinase activity [GO:0004674]; cellular response to dsDNA [GO:1990786]; cellular response to dsRNA [GO:0071359]; cellular response to virus [GO:0098586]; defense response to virus [GO:0051607]; innate immune response [GO:0045087]; maturation of SSU-rRNA [GO:0030490]; negative regulation of I-kappaB kinase/NF-kappaB signaling [GO:0043124]; negative regulation of MDA-5 signaling pathway [GO:0039534]; negative regulation of protein homooligomerization [GO:0032463]; positive regulation of innate immune response [GO:0045089]; positive regulation of interferon-beta production [GO:0032728]	GO:0004674; GO:0005524; GO:0005737; GO:0030490; GO:0030688; GO:0032463; GO:0032728; GO:0039534; GO:0043124; GO:0045087; GO:0045089; GO:0046872; GO:0051607; GO:0071359; GO:0089720; GO:0098586; GO:1990786
