Trinity_ID	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	V2	uniprot_acc_ID	V4	V5	V6	V7	V8.x	V9.x	V10.x	V11.x	V12	V13	V14	entry_name	review_status	protein_name	gene_name	organism	length	V8.y	V9.y	V10.y	V11.y	gene_ontology_IDs
TRINITY_DN19927_c0_g1_i1	2927.20614	0.594482327	0.180204065	3.298939596	0.000970508	0.020890358	sp	P08761	MSRA_DROME	44.2	197	106	3	208	789	36	231	1.4e-40	168.7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN2_c0_g2_i2	3663.643972	0.480818946	0.126717346	3.794420906	0.000147988	0.006065499	sp	P98092	HMCT_BOMMO	31.7	1299	800	35	76	3843	1560	2814	1.1e-199	699.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN2000_c0_g1_i1	3058.911324	-0.585162661	0.180348972	-3.244613236	0.001176102	0.023537783	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN2008_c0_g1_i1	689.0199758	0.737305097	0.198869401	3.707483868	0.000209329	0.007616221	sp	P04069	CBPB_ASTAS	38.8	309	177	7	335	1249	1	301	6.6e-56	219.9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN2019_c0_g2_i1	233.9128486	-1.06679195	0.323940654	-3.293170946	0.000990642	0.02117144	sp	Q171Y8	MED27_AEDAE	44.1	299	159	5	1028	138	2	294	6.6e-61	236.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN202_c0_g1_i1	529.8010549	0.743125872	0.25133187	2.956751448	0.003108986	0.04640658	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN202_c0_g1_i2	433.4469544	1.036952065	0.317129247	3.269808999	0.001076201	0.022414307	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN2021_c0_g1_i2	444.7953648	-0.88594919	0.266033302	-3.330219123	0.000867777	0.019521712	sp	Q9W440	THEM6_DROME	32.1	187	126	1	909	349	6	191	9.5e-27	122.5	THEM6_DROME	reviewed	Protein THEM6	CG4666	Drosophila melanogaster (Fruit fly)	193		extracellular region [GO:0005576]		extracellular region [GO:0005576]	GO:0005576
TRINITY_DN20228_c0_g1_i1	4283.488321	-0.915915887	0.218385894	-4.194024947	2.74e-05	0.001623666	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN204_c0_g1_i1	158.4451644	1.771767803	0.581251008	3.048197387	0.002302187	0.037640121	sp	Q58D55	BGAL_BOVIN	47.6	662	307	14	2162	231	3	642	4.3e-165	583.2	BGAL_BOVIN	reviewed	Beta-galactosidase (EC 3.2.1.23) (Acid beta-galactosidase) (Lactase)	GLB1	Bos taurus (Bovine)	653	carbohydrate metabolic process [GO:0005975]	lysosome [GO:0005764]; vacuole [GO:0005773]	beta-galactosidase activity [GO:0004565]	lysosome [GO:0005764]; vacuole [GO:0005773]; beta-galactosidase activity [GO:0004565]; carbohydrate metabolic process [GO:0005975]	GO:0004565; GO:0005764; GO:0005773; GO:0005975
TRINITY_DN20407_c0_g1_i1	24807.44664	-0.444263392	0.145147613	-3.06076953	0.00220769	0.036293446	sp	Q76I81	RS12_BOVIN	77.2	123	28	0	538	170	9	131	5.1e-50	199.1	RS12_BOVIN	reviewed	40S ribosomal protein S12	RPS12	Bos taurus (Bovine)	132	translation [GO:0006412]	cytosolic small ribosomal subunit [GO:0022627]; membrane [GO:0016020]	RNA binding [GO:0003723]; structural constituent of ribosome [GO:0003735]	cytosolic small ribosomal subunit [GO:0022627]; membrane [GO:0016020]; RNA binding [GO:0003723]; structural constituent of ribosome [GO:0003735]; translation [GO:0006412]	GO:0003723; GO:0003735; GO:0006412; GO:0016020; GO:0022627
TRINITY_DN2069_c2_g1_i1	1292.981987	0.672523534	0.213794605	3.145652503	0.001657168	0.030049975	sp	Q3MHW6	MOT1_BOVIN	22.4	495	302	10	1676	237	14	441	4.4e-16	87.8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN2082_c0_g1_i1	8721.584939	-0.336787167	0.108028372	-3.117580684	0.00182342	0.031998085	sp	Q641G7	ARPC4_XENLA	84.5	168	26	0	1467	964	1	168	3.2e-74	280.8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN211_c0_g1_i2	15305.20095	0.779534687	0.141099306	5.524723733	3.3e-08	6.17e-06	sp	Q9VEN1	FLNA_DROME	60.7	2223	839	12	113	6727	4	2209	0	2819.6	FLNA_DROME	reviewed	Filamin-A (FLN-A) (Actin-binding protein 280) (ABP-280) (Filamin-1) (Filamin1)	cher cheerio sko CG3937	Drosophila melanogaster (Fruit fly)	2210	behavioral response to ethanol [GO:0048149]; cytoplasmic transport, nurse cell to oocyte [GO:0007303]; determination of adult lifespan [GO:0008340]; female germline ring canal formation [GO:0007301]; female germline ring canal formation, actin assembly [GO:0008302]; germarium-derived female germ-line cyst encapsulation [GO:0030708]; germline ring canal formation [GO:0030725]; learning or memory [GO:0007611]; long-term memory [GO:0007616]; mitotic cell cycle [GO:0000278]; motor neuron axon guidance [GO:0008045]; negative regulation of lamellocyte differentiation [GO:0035204]; olfactory learning [GO:0008355]; positive regulation of cytoskeleton organization [GO:0051495]; protein localization [GO:0008104]; sleep [GO:0030431]	actin cytoskeleton [GO:0015629]; apical cortex [GO:0045179]; cytosol [GO:0005829]; female germline ring canal [GO:0035324]; female germline ring canal inner rim [GO:0035183]; female germline ring canal outer rim [GO:0035182]; plasma membrane [GO:0005886]	actin binding [GO:0003779]	actin cytoskeleton [GO:0015629]; apical cortex [GO:0045179]; cytosol [GO:0005829]; female germline ring canal [GO:0035324]; female germline ring canal inner rim [GO:0035183]; female germline ring canal outer rim [GO:0035182]; plasma membrane [GO:0005886]; actin binding [GO:0003779]; behavioral response to ethanol [GO:0048149]; cytoplasmic transport, nurse cell to oocyte [GO:0007303]; determination of adult lifespan [GO:0008340]; female germline ring canal formation [GO:0007301]; female germline ring canal formation, actin assembly [GO:0008302]; germarium-derived female germ-line cyst encapsulation [GO:0030708]; germline ring canal formation [GO:0030725]; learning or memory [GO:0007611]; long-term memory [GO:0007616]; mitotic cell cycle [GO:0000278]; motor neuron axon guidance [GO:0008045]; negative regulation of lamellocyte differentiation [GO:0035204]; olfactory learning [GO:0008355]; positive regulation of cytoskeleton organization [GO:0051495]; protein localization [GO:0008104]; sleep [GO:0030431]	GO:0000278; GO:0003779; GO:0005829; GO:0005886; GO:0007301; GO:0007303; GO:0007611; GO:0007616; GO:0008045; GO:0008104; GO:0008302; GO:0008340; GO:0008355; GO:0015629; GO:0030431; GO:0030708; GO:0030725; GO:0035182; GO:0035183; GO:0035204; GO:0035324; GO:0045179; GO:0048149; GO:0051495
TRINITY_DN211_c0_g1_i3	8852.347834	0.423757861	0.135667214	3.12350972	0.00178708	0.031732595	sp	Q9VEN1	FLNA_DROME	59.1	1800	704	10	8	5353	425	2209	0	2222.6	FLNA_DROME	reviewed	Filamin-A (FLN-A) (Actin-binding protein 280) (ABP-280) (Filamin-1) (Filamin1)	cher cheerio sko CG3937	Drosophila melanogaster (Fruit fly)	2210	behavioral response to ethanol [GO:0048149]; cytoplasmic transport, nurse cell to oocyte [GO:0007303]; determination of adult lifespan [GO:0008340]; female germline ring canal formation [GO:0007301]; female germline ring canal formation, actin assembly [GO:0008302]; germarium-derived female germ-line cyst encapsulation [GO:0030708]; germline ring canal formation [GO:0030725]; learning or memory [GO:0007611]; long-term memory [GO:0007616]; mitotic cell cycle [GO:0000278]; motor neuron axon guidance [GO:0008045]; negative regulation of lamellocyte differentiation [GO:0035204]; olfactory learning [GO:0008355]; positive regulation of cytoskeleton organization [GO:0051495]; protein localization [GO:0008104]; sleep [GO:0030431]	actin cytoskeleton [GO:0015629]; apical cortex [GO:0045179]; cytosol [GO:0005829]; female germline ring canal [GO:0035324]; female germline ring canal inner rim [GO:0035183]; female germline ring canal outer rim [GO:0035182]; plasma membrane [GO:0005886]	actin binding [GO:0003779]	actin cytoskeleton [GO:0015629]; apical cortex [GO:0045179]; cytosol [GO:0005829]; female germline ring canal [GO:0035324]; female germline ring canal inner rim [GO:0035183]; female germline ring canal outer rim [GO:0035182]; plasma membrane [GO:0005886]; actin binding [GO:0003779]; behavioral response to ethanol [GO:0048149]; cytoplasmic transport, nurse cell to oocyte [GO:0007303]; determination of adult lifespan [GO:0008340]; female germline ring canal formation [GO:0007301]; female germline ring canal formation, actin assembly [GO:0008302]; germarium-derived female germ-line cyst encapsulation [GO:0030708]; germline ring canal formation [GO:0030725]; learning or memory [GO:0007611]; long-term memory [GO:0007616]; mitotic cell cycle [GO:0000278]; motor neuron axon guidance [GO:0008045]; negative regulation of lamellocyte differentiation [GO:0035204]; olfactory learning [GO:0008355]; positive regulation of cytoskeleton organization [GO:0051495]; protein localization [GO:0008104]; sleep [GO:0030431]	GO:0000278; GO:0003779; GO:0005829; GO:0005886; GO:0007301; GO:0007303; GO:0007611; GO:0007616; GO:0008045; GO:0008104; GO:0008302; GO:0008340; GO:0008355; GO:0015629; GO:0030431; GO:0030708; GO:0030725; GO:0035182; GO:0035183; GO:0035204; GO:0035324; GO:0045179; GO:0048149; GO:0051495
TRINITY_DN21411_c0_g1_i1	2406.684113	-0.414272748	0.131765819	-3.144007689	0.001666511	0.030128095	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN2142_c0_g1_i4	718.4083498	0.832067798	0.188957425	4.403467077	1.07e-05	0.000708336	sp	Q14BN4	SLMAP_HUMAN	63.5	271	87	2	2503	1727	3	273	8.3e-89	330.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN2144_c0_g1_i1	672.2869669	1.058940211	0.295021797	3.589362627	0.000331487	0.009868761	sp	P42128	FOXK1_MOUSE	58.9	399	109	8	2041	863	89	438	2.4e-115	417.9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN2145_c2_g1_i1	738.808244	0.658350318	0.204340855	3.221824236	0.001273772	0.024855062	sp	P42325	NCAH_DROME	96.8	189	6	0	992	426	1	189	2.1e-104	380.6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN2154_c0_g1_i8	336.1526586	-1.042934524	0.308134519	-3.384672791	0.000712631	0.016989589	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN21561_c0_g1_i1	2465.486398	-0.396024197	0.135016903	-2.933145313	0.003355468	0.048244441	sp	P79896	ADHX_SPAAU	79.3	372	77	0	1411	296	3	374	6.6e-178	625.2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN21567_c4_g1_i1	35329.59658	-0.445034215	0.142806613	-3.116341785	0.001831099	0.03203888	sp	O61231	RL10_DROME	82.9	216	37	0	55	702	1	216	5.4e-107	388.7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN2157_c0_g1_i2	307.8836336	-1.924668044	0.303266423	-6.346459414	2.2e-10	8.79e-08	sp	B2D0J5	EST6_APIME	29.4	608	353	18	2201	426	9	556	6.1e-66	253.8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN216_c0_g2_i1	2273.497387	0.523448611	0.164207263	3.187731179	0.001433938	0.026983282	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN2164_c0_g1_i6	459.8544047	0.902667229	0.262404272	3.439986791	0.000581743	0.015004946	sp	Q92545	TM131_HUMAN	34.5	1148	655	15	3652	257	108	1174	4.3e-187	657.1	TM131_HUMAN	reviewed	Transmembrane protein 131 (Protein RW1)	TMEM131 KIAA0257 RW1	Homo sapiens (Human)	1883		integral component of membrane [GO:0016021]; membrane [GO:0016020]		integral component of membrane [GO:0016021]; membrane [GO:0016020]	GO:0016020; GO:0016021
TRINITY_DN21644_c0_g1_i1	480.9230965	-1.152491912	0.366849881	-3.141589983	0.001680332	0.03028646	sp	P18491	EMC_DROME	46.7	60	29	1	121	291	22	81	4e-07	56.6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN2172_c0_g1_i1	756.5143155	-0.693662018	0.201943373	-3.434933302	0.0005927	0.015092404	sp	Q28EN2	SPCS_XENTR	57.5	459	189	1	133	1491	1	459	1.8e-150	534.3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN2186_c0_g1_i1	1074.855741	0.724020784	0.206236708	3.510630053	0.000447046	0.012491665	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN2196_c0_g1_i1	123.1560254	-3.207873251	0.599033412	-5.355082344	8.55e-08	1.28e-05	sp	P05661	MYSA_DROME	49.7	745	375	0	34	2268	1160	1904	6.8e-135	483	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN220_c0_g1_i1	926.0850471	-0.926570475	0.312443762	-2.965559201	0.003021332	0.04554068	sp	Q03168	ASPP_AEDAE	66.6	386	126	2	1589	435	3	386	7.5e-154	545.4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN22156_c15_g1_i1	63586.09684	-0.326848659	0.102149443	-3.199710625	0.001375656	0.026050403	sp	Q26061	FRI_PACLE	76.4	165	38	1	143	637	4	167	2.7e-69	263.8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN22163_c20_g1_i1	44962.47288	-0.503525976	0.139845836	-3.600578965	0.000317509	0.009601251	sp	Q7QCK2	TCTP_ANOGA	52	171	77	2	635	135	1	170	4.3e-42	172.9	TCTP_ANOGA	reviewed	Translationally-controlled tumor protein homolog (TCTP)	Tctp AGAP002667	Anopheles gambiae (African malaria mosquito)	171	cell differentiation [GO:0030154]	cytoplasm [GO:0005737]	calcium ion binding [GO:0005509]; microtubule binding [GO:0008017]	cytoplasm [GO:0005737]; calcium ion binding [GO:0005509]; microtubule binding [GO:0008017]; cell differentiation [GO:0030154]	GO:0005509; GO:0005737; GO:0008017; GO:0030154
TRINITY_DN22165_c3_g1_i1	1705.409597	-0.555915394	0.170049625	-3.269136245	0.001078763	0.022414307	sp	Q9CX56	PSMD8_MOUSE	53.8	264	121	1	1170	382	90	353	3.9e-80	300.1	PSMD8_MOUSE	reviewed	26S proteasome non-ATPase regulatory subunit 8 (26S proteasome regulatory subunit RPN12) (26S proteasome regulatory subunit S14)	Psmd8	Mus musculus (Mouse)	353	positive regulation of protein targeting to mitochondrion [GO:1903955]; proteasome assembly [GO:0043248]; proteasome-mediated ubiquitin-dependent protein catabolic process [GO:0043161]; regulation of protein stability [GO:0031647]	cytosol [GO:0005829]; extracellular exosome [GO:0070062]; nucleus [GO:0005634]; proteasome accessory complex [GO:0022624]; proteasome complex [GO:0000502]; proteasome regulatory particle, lid subcomplex [GO:0008541]		cytosol [GO:0005829]; extracellular exosome [GO:0070062]; nucleus [GO:0005634]; proteasome accessory complex [GO:0022624]; proteasome complex [GO:0000502]; proteasome regulatory particle, lid subcomplex [GO:0008541]; positive regulation of protein targeting to mitochondrion [GO:1903955]; proteasome assembly [GO:0043248]; proteasome-mediated ubiquitin-dependent protein catabolic process [GO:0043161]; regulation of protein stability [GO:0031647]	GO:0000502; GO:0005634; GO:0005829; GO:0008541; GO:0022624; GO:0031647; GO:0043161; GO:0043248; GO:0070062; GO:1903955
TRINITY_DN22181_c0_g1_i1	5944.848663	-0.424634863	0.115599265	-3.673335326	0.000239405	0.008074154	sp	Q9W5E1	RBX1A_DROME	91.9	111	6	2	575	243	1	108	7.5e-56	218.4	RBX1A_DROME	reviewed	RING-box protein 1A (Regulator of cullins 1a) (dRbx1)	Roc1a CG16982	Drosophila melanogaster (Fruit fly)	108	cell proliferation [GO:0008283]; lipid storage [GO:0019915]; negative regulation of Wnt signaling pathway [GO:0030178]; neuron remodeling [GO:0016322]; protein neddylation [GO:0045116]; protein ubiquitination [GO:0016567]; protein ubiquitination involved in ubiquitin-dependent protein catabolic process [GO:0042787]; proteolysis [GO:0006508]; SCF-dependent proteasomal ubiquitin-dependent protein catabolic process [GO:0031146]; smoothened signaling pathway [GO:0007224]	Cul2-RING ubiquitin ligase complex [GO:0031462]; Cul3-RING ubiquitin ligase complex [GO:0031463]; Cul4-RING E3 ubiquitin ligase complex [GO:0080008]; Cul7-RING ubiquitin ligase complex [GO:0031467]; cytoplasm [GO:0005737]; nuclear SCF ubiquitin ligase complex [GO:0043224]; nucleus [GO:0005634]; SCF ubiquitin ligase complex [GO:0019005]	cullin family protein binding [GO:0097602]; NEDD8 transferase activity [GO:0019788]; ubiquitin protein ligase activity [GO:0061630]; zinc ion binding [GO:0008270]	Cul2-RING ubiquitin ligase complex [GO:0031462]; Cul3-RING ubiquitin ligase complex [GO:0031463]; Cul4-RING E3 ubiquitin ligase complex [GO:0080008]; Cul7-RING ubiquitin ligase complex [GO:0031467]; cytoplasm [GO:0005737]; nuclear SCF ubiquitin ligase complex [GO:0043224]; nucleus [GO:0005634]; SCF ubiquitin ligase complex [GO:0019005]; cullin family protein binding [GO:0097602]; NEDD8 transferase activity [GO:0019788]; ubiquitin protein ligase activity [GO:0061630]; zinc ion binding [GO:0008270]; cell proliferation [GO:0008283]; lipid storage [GO:0019915]; negative regulation of Wnt signaling pathway [GO:0030178]; neuron remodeling [GO:0016322]; protein neddylation [GO:0045116]; protein ubiquitination [GO:0016567]; protein ubiquitination involved in ubiquitin-dependent protein catabolic process [GO:0042787]; proteolysis [GO:0006508]; SCF-dependent proteasomal ubiquitin-dependent protein catabolic process [GO:0031146]; smoothened signaling pathway [GO:0007224]	GO:0005634; GO:0005737; GO:0006508; GO:0007224; GO:0008270; GO:0008283; GO:0016322; GO:0016567; GO:0019005; GO:0019788; GO:0019915; GO:0030178; GO:0031146; GO:0031462; GO:0031463; GO:0031467; GO:0042787; GO:0043224; GO:0045116; GO:0061630; GO:0080008; GO:0097602
TRINITY_DN22217_c0_g1_i2	341.5722359	-1.184479318	0.337404495	-3.510561761	0.000447161	0.012491665	sp	Q9DCM2	GSTK1_MOUSE	42.9	219	125	0	844	188	8	226	3e-48	193.7	GSTK1_MOUSE	reviewed	Glutathione S-transferase kappa 1 (EC 2.5.1.18) (GST 13-13) (GST class-kappa) (GSTK1-1) (mGSTK1) (Glutathione S-transferase subunit 13)	Gstk1	Mus musculus (Mouse)	226	epithelial cell differentiation [GO:0030855]; glutathione metabolic process [GO:0006749]	extracellular exosome [GO:0070062]; intracellular [GO:0005622]; membrane [GO:0016020]; mitochondrial inner membrane [GO:0005743]; mitochondrial matrix [GO:0005759]; mitochondrion [GO:0005739]; peroxisome [GO:0005777]	glutathione peroxidase activity [GO:0004602]; glutathione transferase activity [GO:0004364]; protein disulfide oxidoreductase activity [GO:0015035]; receptor binding [GO:0005102]	extracellular exosome [GO:0070062]; intracellular [GO:0005622]; membrane [GO:0016020]; mitochondrial inner membrane [GO:0005743]; mitochondrial matrix [GO:0005759]; mitochondrion [GO:0005739]; peroxisome [GO:0005777]; glutathione peroxidase activity [GO:0004602]; glutathione transferase activity [GO:0004364]; protein disulfide oxidoreductase activity [GO:0015035]; receptor binding [GO:0005102]; epithelial cell differentiation [GO:0030855]; glutathione metabolic process [GO:0006749]	GO:0004364; GO:0004602; GO:0005102; GO:0005622; GO:0005739; GO:0005743; GO:0005759; GO:0005777; GO:0006749; GO:0015035; GO:0016020; GO:0030855; GO:0070062
TRINITY_DN22236_c0_g1_i2	22791.06715	-0.670326366	0.168118809	-3.987218144	6.69e-05	0.003335805	sp	Q7ZV82	RL27_DANRE	61.3	137	52	1	28	438	1	136	3.1e-42	172.9	RL27_DANRE	reviewed	60S ribosomal protein L27	rpl27 zgc:56171	Danio rerio (Zebrafish) (Brachydanio rerio)	136	erythrocyte differentiation [GO:0030218]; translation [GO:0006412]	cytosolic large ribosomal subunit [GO:0022625]	structural constituent of ribosome [GO:0003735]	cytosolic large ribosomal subunit [GO:0022625]; structural constituent of ribosome [GO:0003735]; erythrocyte differentiation [GO:0030218]; translation [GO:0006412]	GO:0003735; GO:0006412; GO:0022625; GO:0030218
TRINITY_DN2257_c0_g1_i3	394.8755691	1.306945539	0.250968654	5.20760468	1.91e-07	2.44e-05	sp	Q99583	MNT_HUMAN	48.8	164	79	2	1825	1340	202	362	1.1e-29	133.3	MNT_HUMAN	reviewed	Max-binding protein MNT (Class D basic helix-loop-helix protein 3) (bHLHd3) (Myc antagonist MNT) (Protein ROX)	MNT BHLHD3 ROX	Homo sapiens (Human)	582	cell aging [GO:0007569]; multicellular organism development [GO:0007275]; negative regulation of apoptotic signaling pathway [GO:2001234]; negative regulation of cell proliferation [GO:0008285]; negative regulation of transcription from RNA polymerase II promoter [GO:0000122]; regulation of cell cycle [GO:0051726]; transcription from RNA polymerase II promoter [GO:0006366]	nucleoplasm [GO:0005654]; nucleus [GO:0005634]	chromatin binding [GO:0003682]; protein dimerization activity [GO:0046983]; RNA polymerase II regulatory region sequence-specific DNA binding [GO:0000977]; transcriptional repressor activity, RNA polymerase II transcription regulatory region sequence-specific binding [GO:0001227]; transcription coactivator activity [GO:0003713]; transcription corepressor activity [GO:0003714]; transcription factor activity, sequence-specific DNA binding [GO:0003700]	nucleoplasm [GO:0005654]; nucleus [GO:0005634]; chromatin binding [GO:0003682]; protein dimerization activity [GO:0046983]; RNA polymerase II regulatory region sequence-specific DNA binding [GO:0000977]; transcription coactivator activity [GO:0003713]; transcription corepressor activity [GO:0003714]; transcription factor activity, sequence-specific DNA binding [GO:0003700]; transcriptional repressor activity, RNA polymerase II transcription regulatory region sequence-specific binding [GO:0001227]; cell aging [GO:0007569]; multicellular organism development [GO:0007275]; negative regulation of apoptotic signaling pathway [GO:2001234]; negative regulation of cell proliferation [GO:0008285]; negative regulation of transcription from RNA polymerase II promoter [GO:0000122]; regulation of cell cycle [GO:0051726]; transcription from RNA polymerase II promoter [GO:0006366]	GO:0000122; GO:0000977; GO:0001227; GO:0003682; GO:0003700; GO:0003713; GO:0003714; GO:0005634; GO:0005654; GO:0006366; GO:0007275; GO:0007569; GO:0008285; GO:0046983; GO:0051726; GO:2001234
TRINITY_DN22601_c0_g1_i1	855.0945603	-0.575684448	0.179417173	-3.208636263	0.001333661	0.025335324	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN2291_c0_g1_i1	1159.710398	-0.66433	0.199173356	-3.335436087	0.000851657	0.019231386	sp	Q923W9	ADA33_MOUSE	32.6	475	299	10	7	1392	241	707	1.6e-61	239.2	ADA33_MOUSE	reviewed	Disintegrin and metalloproteinase domain-containing protein 33 (ADAM 33) (EC 3.4.24.-)	Adam33	Mus musculus (Mouse)	797	proteolysis [GO:0006508]; regulation of cell proliferation [GO:0042127]; regulation of cytokine biosynthetic process [GO:0042035]	integral component of membrane [GO:0016021]	metalloendopeptidase activity [GO:0004222]; zinc ion binding [GO:0008270]	integral component of membrane [GO:0016021]; metalloendopeptidase activity [GO:0004222]; zinc ion binding [GO:0008270]; proteolysis [GO:0006508]; regulation of cell proliferation [GO:0042127]; regulation of cytokine biosynthetic process [GO:0042035]	GO:0004222; GO:0006508; GO:0008270; GO:0016021; GO:0042035; GO:0042127
TRINITY_DN2313_c0_g2_i6	613.7156767	-2.977269272	0.665051898	-4.476747275	7.58e-06	0.000551029	sp	A2V735	TPM_CHIOP	76	325	37	1	2457	1483	1	284	4.6e-99	364	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN2313_c0_g2_i6	613.7156767	-2.977269272	0.665051898	-4.476747275	7.58e-06	0.000551029	sp	A2V735	TPM_CHIOP	85.2	27	4	0	497	417	258	284	3.9e-05	52	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
