Trinity_ID	uninfected_cold	infected_cold	uninfected_warm	infected_warm	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	V2	uniprot_acc_ID	V4	V5	V6	V7	V8.x	V9.x	V10.x	V11.x	V12	V13	V14	entry_name	review_status	protein_name	gene_name	organism	length	V8.y	V9.y	V10.y	V11.y	gene_ontology_IDs
TRINITY_DN12390_c0_g1_i1	0	25	0	48	17.81814619	-7.656031141	2.276754936	-3.36269443	0.000771858	0.020496363	sp	A1L504	LMF2_BOVIN	32.5	631	331	19	91	1851	11	590	6.5e-75	283.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN656_c0_g1_i3	0	23	0	40	15.44790787	-7.449973273	2.367596498	-3.146639759	0.001651583	0.034408681	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN493_c0_g1_i14	0	59	0	158	52.20728129	-9.207178278	1.833550547	-5.021502294	5.13e-07	9.94e-05	sp	P35684	RL3_ORYSJ	68.2	380	117	3	2	1132	10	388	4.3e-151	535.8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN34701_c0_g1_i5	53	0	39	0	22.54349466	7.932807494	2.139715691	3.707411937	0.000209388	0.008163813	sp	Q2HJ55	SAM50_BOVIN	42.9	466	242	5	109	1443	1	463	1.6e-101	371.7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN27007_c0_g1_i11	0	22	0	65	20.84904165	-7.883100542	2.221623094	-3.548351907	0.00038765	0.013007985	sp	Q12630	TKT1_KLULA	52.4	659	298	9	97	2037	10	664	3.3e-186	653.3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN3598_c0_g1_i17	0	40	0	132	41.04562573	-8.860323538	1.934176549	-4.580928014	4.63e-06	0.000507618	sp	O42668	TPR1_SCHPO	19.3	865	596	28	174	2693	35	822	7.7e-08	61.6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN1966_c1_g1_i6	27	0	43	0	16.51724157	7.485034976	2.316646415	3.230978594	0.001233672	0.028388713	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN1005_c0_g1_i74	0	25	0	35	14.86568797	-7.394261049	2.387572278	-3.096978935	0.001955038	0.039041943	sp	Q9DC37	MFSD1_MOUSE	23.6	208	135	5	973	1587	262	448	2.3e-11	72	MFSD1_MOUSE	reviewed	Major facilitator superfamily domain-containing protein 1	Mfsd1	Mus musculus (Mouse)	464	transmembrane transport [GO:0055085]	integral component of membrane [GO:0016021]		integral component of membrane [GO:0016021]; transmembrane transport [GO:0055085]	GO:0016021; GO:0055085
TRINITY_DN12031_c0_g1_i1	58	0	31	0	22.12919912	7.90573182	2.180520038	3.625617597	0.000288272	0.01053693	sp	Q86X10	RLGPB_HUMAN	39.8	1602	762	36	166	4719	1	1484	3.2e-296	1020	RLGPB_HUMAN	reviewed	Ral GTPase-activating protein subunit beta (p170)	RALGAPB KIAA1219	Homo sapiens (Human)	1494	activation of GTPase activity [GO:0090630]; regulation of small GTPase mediated signal transduction [GO:0051056]		GTPase activator activity [GO:0005096]; protein heterodimerization activity [GO:0046982]	GTPase activator activity [GO:0005096]; protein heterodimerization activity [GO:0046982]; activation of GTPase activity [GO:0090630]; regulation of small GTPase mediated signal transduction [GO:0051056]	GO:0005096; GO:0046982; GO:0051056; GO:0090630
TRINITY_DN15343_c0_g1_i1	0	32	0	84	27.9308777	-8.304852544	2.057648551	-4.036088933	5.43e-05	0.002993251	sp	Q9DCZ1	GMPR1_MOUSE	68	344	110	0	62	1093	1	344	2.1e-135	484.2	GMPR1_MOUSE	reviewed	GMP reductase 1 (GMPR 1) (EC 1.7.1.7) (Guanosine 5'-monophosphate oxidoreductase 1) (Guanosine monophosphate reductase 1)	Gmpr Gmpr1	Mus musculus (Mouse)	345	nucleotide metabolic process [GO:0009117]; purine nucleobase metabolic process [GO:0006144]	GMP reductase complex [GO:1902560]	GMP reductase activity [GO:0003920]; metal ion binding [GO:0046872]	GMP reductase complex [GO:1902560]; GMP reductase activity [GO:0003920]; metal ion binding [GO:0046872]; nucleotide metabolic process [GO:0009117]; purine nucleobase metabolic process [GO:0006144]	GO:0003920; GO:0006144; GO:0009117; GO:0046872; GO:1902560
TRINITY_DN8156_c0_g1_i4	0	24	0	45	16.8601392	-7.576272063	2.311538115	-3.277589071	0.001046977	0.025639974	sp	P0C8L4	Y4648_ARATH	33.2	184	114	5	297	839	11	188	2.4e-19	97.8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN22670_c0_g1_i6	0	37	0	31	17.27728505	-7.610466118	2.291709034	-3.320869274	0.000897376	0.022865391	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN18128_c1_g1_i2	0	6	0	69	17.33076266	-7.616994874	2.534896668	-3.004854191	0.002657082	0.048924965	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN1617_c0_g1_i23	0	21	0	65	20.57237117	-7.863866683	2.234819707	-3.518792436	0.000433516	0.013919539	sp	Q8VYF1	RL152_ARATH	67.2	204	67	0	23	634	1	204	8e-75	282	RL152_ARATH	reviewed	60S ribosomal protein L15-2	RPL15B At4g17390 dl4730c FCAALL.32	Arabidopsis thaliana (Mouse-ear cress)	204	cytoplasmic translation [GO:0002181]; mature ribosome assembly [GO:0042256]	cytosolic large ribosomal subunit [GO:0022625]; membrane [GO:0016020]; nucleolus [GO:0005730]	mRNA binding [GO:0003729]; RNA binding [GO:0003723]; structural constituent of ribosome [GO:0003735]	cytosolic large ribosomal subunit [GO:0022625]; membrane [GO:0016020]; nucleolus [GO:0005730]; mRNA binding [GO:0003729]; RNA binding [GO:0003723]; structural constituent of ribosome [GO:0003735]; cytoplasmic translation [GO:0002181]; mature ribosome assembly [GO:0042256]	GO:0002181; GO:0003723; GO:0003729; GO:0003735; GO:0005730; GO:0016020; GO:0022625; GO:0042256
TRINITY_DN48389_c0_g2_i1	0	45	0	115	38.56807123	-8.770342908	1.923174761	-4.560346301	5.11e-06	0.000538376	sp	A5DW14	PABP_LODEL	23.1	364	222	10	40	1119	157	466	1.8e-14	82.8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN14658_c0_g1_i1	0	62	0	155	52.35595621	-9.2112329	1.824604184	-5.048345817	4.46e-07	8.97e-05	sp	Q28141	DHX9_BOVIN	32.6	1155	668	25	186	3455	33	1141	6.4e-161	570.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN4772_c0_g2_i2	0	14	0	99	26.35749162	-8.221669148	2.228972889	-3.688546051	0.000225539	0.00868326	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN4077_c0_g1_i2	0	18	0	57	17.92546237	-7.665202041	2.320378055	-3.303428088	0.000955105	0.023929924	sp	Q9STH1	HSOP3_ARATH	41.1	112	64	1	107	442	3	112	2.1e-15	84.7	HSOP3_ARATH	reviewed	Hsp70-Hsp90 organizing protein 3 (AtHop3)	HOP3 At4g12400 T4C9.240	Arabidopsis thaliana (Mouse-ear cress)	558	chaperone-mediated protein complex assembly [GO:0051131]; heat acclimation [GO:0010286]; response to heat [GO:0009408]; response to high light intensity [GO:0009644]; response to hydrogen peroxide [GO:0042542]	cytoplasm [GO:0005737]; nucleus [GO:0005634]	Hsp90 protein binding [GO:0051879]; preprotein binding [GO:0070678]	cytoplasm [GO:0005737]; nucleus [GO:0005634]; Hsp90 protein binding [GO:0051879]; preprotein binding [GO:0070678]; chaperone-mediated protein complex assembly [GO:0051131]; heat acclimation [GO:0010286]; response to heat [GO:0009408]; response to high light intensity [GO:0009644]; response to hydrogen peroxide [GO:0042542]	GO:0005634; GO:0005737; GO:0009408; GO:0009644; GO:0010286; GO:0042542; GO:0051131; GO:0051879; GO:0070678
TRINITY_DN12189_c0_g1_i16	0	27	0	40	16.55458979	-7.549583775	2.31314859	-3.263769482	0.001099406	0.026320374	sp	Q53FA7	QORX_HUMAN	45.1	324	155	8	128	1039	10	330	3.6e-61	237.3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN1237_c0_g1_i22	0	96	0	21	31.32972166	-8.468318976	2.145965106	-3.946158748	7.94e-05	0.00399088	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN10334_c0_g1_i1	129	0	1	0	34.43496084	8.543703469	2.609967592	3.273490252	0.001062281	0.025860057	sp	Q6PBN5	AUP1_DANRE	31.9	455	249	8	115	1416	3	417	5.2e-49	197.6	AUP1_DANRE	reviewed	Ancient ubiquitous protein 1	aup1	Danio rerio (Zebrafish) (Brachydanio rerio)	423	ubiquitin-dependent ERAD pathway [GO:0030433]	Hrd1p ubiquitin ligase ERAD-L complex [GO:0000839]; integral component of endoplasmic reticulum membrane [GO:0030176]	ubiquitin binding [GO:0043130]; ubiquitin-protein transferase activator activity [GO:0097027]	Hrd1p ubiquitin ligase ERAD-L complex [GO:0000839]; integral component of endoplasmic reticulum membrane [GO:0030176]; ubiquitin binding [GO:0043130]; ubiquitin-protein transferase activator activity [GO:0097027]; ubiquitin-dependent ERAD pathway [GO:0030433]	GO:0000839; GO:0030176; GO:0030433; GO:0043130; GO:0097027
TRINITY_DN15982_c0_g1_i7	0	17	0	47	15.37767018	-7.44392209	2.407102187	-3.092482791	0.001984897	0.039286894	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN2923_c0_g1_i12	0	24	0	35	14.58901749	-7.367212469	2.402276176	-3.066763323	0.002163901	0.041851894	sp	Q8LPN3	ADCS_ARATH	35.7	838	360	26	177	2192	85	909	1.6e-116	422.5	ADCS_ARATH	reviewed	Aminodeoxychorismate synthase, chloroplastic (ADC synthase) (EC 2.6.1.85) (P-aminobenzoic acid synthase) (PABA synthase) (Para-aminobenzoate synthase) (Protein EMBRYO DEFFECTIVE 1997)	ADCS EMB1997 At2g28880 F8N16.17	Arabidopsis thaliana (Mouse-ear cress)	919	chorismate metabolic process [GO:0046417]; folic acid biosynthetic process [GO:0046656]; glutamine metabolic process [GO:0006541]; para-aminobenzoic acid biosynthetic process [GO:0008153]; tetrahydrofolate biosynthetic process [GO:0046654]	chloroplast [GO:0009507]	4-amino-4-deoxychorismate synthase activity [GO:0046820]	chloroplast [GO:0009507]; 4-amino-4-deoxychorismate synthase activity [GO:0046820]; chorismate metabolic process [GO:0046417]; folic acid biosynthetic process [GO:0046656]; glutamine metabolic process [GO:0006541]; para-aminobenzoic acid biosynthetic process [GO:0008153]; tetrahydrofolate biosynthetic process [GO:0046654]	GO:0006541; GO:0008153; GO:0009507; GO:0046417; GO:0046654; GO:0046656; GO:0046820
TRINITY_DN140_c0_g1_i4	0	53	0	82	33.28673343	-8.55735976	1.9387336	-4.4138915	1.02e-05	0.000868938	sp	Q9SIP7	RS31_ARATH	78.3	217	47	0	62	712	4	220	8.1e-93	342.4	RS31_ARATH	reviewed	40S ribosomal protein S3-1	RPS3A At2g31610 T9H9.13	Arabidopsis thaliana (Mouse-ear cress)	250	cytoplasmic translation [GO:0002181]; DNA repair [GO:0006281]; mature ribosome assembly [GO:0042256]; response to salt stress [GO:0009651]	chloroplast [GO:0009507]; cytosol [GO:0005829]; cytosolic ribosome [GO:0022626]; cytosolic small ribosomal subunit [GO:0022627]; membrane [GO:0016020]; nucleus [GO:0005634]; plasmodesma [GO:0009506]; vacuolar membrane [GO:0005774]; vacuole [GO:0005773]	damaged DNA binding [GO:0003684]; mRNA binding [GO:0003729]; oxidized purine nucleobase lesion DNA N-glycosylase activity [GO:0008534]; structural constituent of ribosome [GO:0003735]	chloroplast [GO:0009507]; cytosol [GO:0005829]; cytosolic ribosome [GO:0022626]; cytosolic small ribosomal subunit [GO:0022627]; membrane [GO:0016020]; nucleus [GO:0005634]; plasmodesma [GO:0009506]; vacuolar membrane [GO:0005774]; vacuole [GO:0005773]; damaged DNA binding [GO:0003684]; mRNA binding [GO:0003729]; oxidized purine nucleobase lesion DNA N-glycosylase activity [GO:0008534]; structural constituent of ribosome [GO:0003735]; cytoplasmic translation [GO:0002181]; DNA repair [GO:0006281]; mature ribosome assembly [GO:0042256]; response to salt stress [GO:0009651]	GO:0002181; GO:0003684; GO:0003729; GO:0003735; GO:0005634; GO:0005773; GO:0005774; GO:0005829; GO:0006281; GO:0008534; GO:0009506; GO:0009507; GO:0009651; GO:0016020; GO:0022626; GO:0022627; GO:0042256
TRINITY_DN1951_c0_g1_i18	0	28	0	31	14.78725073	-7.386307402	2.390610172	-3.089716378	0.002003477	0.039520643	sp	B3SRQ2	MYD88_SALSA	28.6	287	180	9	164	997	11	281	2.6e-19	99	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN9446_c0_g1_i1	0	41	0	152	45.86453962	-9.02050162	1.915150778	-4.710073861	2.48e-06	0.000307195	sp	Q921I9	EXOS4_MOUSE	35.9	217	135	2	37	675	1	217	9.5e-30	132.1	EXOS4_MOUSE	reviewed	Exosome complex component RRP41 (Exosome component 4) (Ribosomal RNA-processing protein 41)	Exosc4 Rrp41	Mus musculus (Mouse)	245	defense response to virus [GO:0051607]; DNA deamination [GO:0045006]; histone mRNA catabolic process [GO:0071044]; maturation of 5.8S rRNA [GO:0000460]; nuclear mRNA surveillance [GO:0071028]; nuclear-transcribed mRNA catabolic process [GO:0000956]; nuclear-transcribed mRNA catabolic process, exonucleolytic, 3'-5' [GO:0034427]; polyadenylation-dependent snoRNA 3'-end processing [GO:0071051]; positive regulation of cell growth [GO:0030307]; rRNA 3'-end processing [GO:0031125]; rRNA catabolic process [GO:0016075]; U4 snRNA 3'-end processing [GO:0034475]	cytoplasm [GO:0005737]; cytoplasmic exosome (RNase complex) [GO:0000177]; cytosol [GO:0005829]; exosome (RNase complex) [GO:0000178]; intermediate filament cytoskeleton [GO:0045111]; nuclear exosome (RNase complex) [GO:0000176]; nucleolus [GO:0005730]; nucleus [GO:0005634]; transcriptionally active chromatin [GO:0035327]	AU-rich element binding [GO:0017091]	cytoplasm [GO:0005737]; cytoplasmic exosome (RNase complex) [GO:0000177]; cytosol [GO:0005829]; exosome (RNase complex) [GO:0000178]; intermediate filament cytoskeleton [GO:0045111]; nuclear exosome (RNase complex) [GO:0000176]; nucleolus [GO:0005730]; nucleus [GO:0005634]; transcriptionally active chromatin [GO:0035327]; AU-rich element binding [GO:0017091]; defense response to virus [GO:0051607]; DNA deamination [GO:0045006]; histone mRNA catabolic process [GO:0071044]; maturation of 5.8S rRNA [GO:0000460]; nuclear mRNA surveillance [GO:0071028]; nuclear-transcribed mRNA catabolic process [GO:0000956]; nuclear-transcribed mRNA catabolic process, exonucleolytic, 3'-5' [GO:0034427]; polyadenylation-dependent snoRNA 3'-end processing [GO:0071051]; positive regulation of cell growth [GO:0030307]; rRNA 3'-end processing [GO:0031125]; rRNA catabolic process [GO:0016075]; U4 snRNA 3'-end processing [GO:0034475]	GO:0000176; GO:0000177; GO:0000178; GO:0000460; GO:0000956; GO:0005634; GO:0005730; GO:0005737; GO:0005829; GO:0016075; GO:0017091; GO:0030307; GO:0031125; GO:0034427; GO:0034475; GO:0035327; GO:0045006; GO:0045111; GO:0051607; GO:0071028; GO:0071044; GO:0071051
TRINITY_DN2510_c0_g1_i11	0	55	0	22	20.21334415	-7.836187883	2.267643131	-3.455653041	0.000548961	0.016344412	sp	Q5HZH7	S38A8_MOUSE	25.9	386	248	11	285	1418	31	386	2.1e-21	106.7	S38A8_MOUSE	reviewed	Putative sodium-coupled neutral amino acid transporter 8 (Solute carrier family 38 member 8)	Slc38a8 Gm587	Mus musculus (Mouse)	432	amino acid transmembrane transport [GO:0003333]; sodium ion transport [GO:0006814]	integral component of membrane [GO:0016021]	amino acid transmembrane transporter activity [GO:0015171]	integral component of membrane [GO:0016021]; amino acid transmembrane transporter activity [GO:0015171]; amino acid transmembrane transport [GO:0003333]; sodium ion transport [GO:0006814]	GO:0003333; GO:0006814; GO:0015171; GO:0016021
TRINITY_DN37699_c0_g1_i7	0	7	0	88	21.92256438	-7.955972907	2.415421979	-3.293823181	0.000988347	0.024423295	sp	Q54SR7	FKBP2_DICDI	50.4	137	61	2	71	481	3	132	8.4e-33	142.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN4615_c1_g1_i1	0	26	0	111	32.40288343	-8.519388286	2.05891484	-4.137805081	3.51e-05	0.002180573	sp	Q9W422	JOSL_DROME	26.9	156	85	6	263	679	39	182	6.4e-07	58.2	JOSL_DROME	reviewed	Josephin-like protein (EC 3.4.19.12)	CG3781	Drosophila melanogaster (Fruit fly)	221	protein deubiquitination [GO:0016579]		thiol-dependent ubiquitin-specific protease activity [GO:0004843]	thiol-dependent ubiquitin-specific protease activity [GO:0004843]; protein deubiquitination [GO:0016579]	GO:0004843; GO:0016579
TRINITY_DN19814_c0_g1_i1	0	23	0	38	14.99368352	-7.406850453	2.386579583	-3.103542201	0.00191219	0.038290455	sp	A7NS27	PYRF_ROSCS	42.9	273	133	8	94	861	1	267	9.9e-49	196.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN104797_c0_g1_i1	0	70	0	69	35.03767337	-8.630727457	1.917001652	-4.502201365	6.73e-06	0.000660776	sp	Q9CAX6	RS142_ARATH	84	150	24	0	50	499	1	150	8.3e-67	255	RS142_ARATH	reviewed	40S ribosomal protein S14-2	RPS14B At3g11510 F24K9.19	Arabidopsis thaliana (Mouse-ear cress)	150	maturation of SSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA) [GO:0000462]; mature ribosome assembly [GO:0042256]; ribosomal small subunit assembly [GO:0000028]; ribosome assembly [GO:0042255]; translation [GO:0006412]	cytosolic ribosome [GO:0022626]; cytosolic small ribosomal subunit [GO:0022627]; nucleolus [GO:0005730]; polysomal ribosome [GO:0042788]	mRNA 5'-UTR binding [GO:0048027]; mRNA binding [GO:0003729]; small ribosomal subunit rRNA binding [GO:0070181]; structural constituent of ribosome [GO:0003735]	cytosolic ribosome [GO:0022626]; cytosolic small ribosomal subunit [GO:0022627]; nucleolus [GO:0005730]; polysomal ribosome [GO:0042788]; mRNA 5'-UTR binding [GO:0048027]; mRNA binding [GO:0003729]; small ribosomal subunit rRNA binding [GO:0070181]; structural constituent of ribosome [GO:0003735]; maturation of SSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA) [GO:0000462]; mature ribosome assembly [GO:0042256]; ribosomal small subunit assembly [GO:0000028]; ribosome assembly [GO:0042255]; translation [GO:0006412]	GO:0000028; GO:0000462; GO:0003729; GO:0003735; GO:0005730; GO:0006412; GO:0022626; GO:0022627; GO:0042255; GO:0042256; GO:0042788; GO:0048027; GO:0070181
TRINITY_DN12_c0_g1_i7	63	0	16	0	20.19192141	7.773120443	2.334733016	3.329340181	0.00087052	0.022296752	sp	Q00537	CDK17_HUMAN	63.4	524	157	9	143	1612	1	523	2.3e-175	617.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN8712_c0_g1_i8	0	34	0	58	22.57930222	-7.997537967	2.128505957	-3.757348172	0.000171723	0.007161365	sp	Q9P370	BUD20_SCHPO	46.3	108	58	0	30	353	6	113	2.7e-20	100.1	BUD20_SCHPO	reviewed	Zinc finger protein bud20	bud20 SPAC19B12.11c	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	124	ribosomal large subunit export from nucleus [GO:0000055]	nucleolus [GO:0005730]; nucleus [GO:0005634]; preribosome, large subunit precursor [GO:0030687]	nucleic acid binding [GO:0003676]; ribosomal large subunit binding [GO:0043023]; zinc ion binding [GO:0008270]	nucleolus [GO:0005730]; nucleus [GO:0005634]; preribosome, large subunit precursor [GO:0030687]; nucleic acid binding [GO:0003676]; ribosomal large subunit binding [GO:0043023]; zinc ion binding [GO:0008270]; ribosomal large subunit export from nucleus [GO:0000055]	GO:0000055; GO:0003676; GO:0005634; GO:0005730; GO:0008270; GO:0030687; GO:0043023
TRINITY_DN2010_c0_g1_i44	0	33	0	57	22.07551957	-7.965000099	2.141664276	-3.719070345	0.000199957	0.007947496	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN9579_c0_g1_i5	0	15	0	58	17.3225631	-7.615993851	2.367392601	-3.217038799	0.001295211	0.029187398	sp	P49756	RBM25_HUMAN	39.9	148	72	4	2090	2497	691	833	2.9e-22	109	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN9579_c0_g1_i5	0	15	0	58	17.3225631	-7.615993851	2.367392601	-3.217038799	0.001295211	0.029187398	sp	P49756	RBM25_HUMAN	37.6	125	74	2	455	820	87	210	7.1e-13	77.8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN9877_c0_g1_i10	0	29	0	71	24.14840804	-8.094867203	2.12120125	-3.816171239	0.000135538	0.005955691	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN1315_c0_g1_i1	0	31	0	45	18.79683256	-7.732816392	2.229646648	-3.468180215	0.000523996	0.015715394	sp	A0KTU3	RLMI_SHESA	27.6	163	105	5	171	650	15	167	5.7e-06	53.9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN493_c0_g1_i10	0	84	0	152	57.76137026	-9.352685558	1.767758249	-5.290703955	1.22e-07	3.4e-05	sp	P35684	RL3_ORYSJ	68.4	380	116	3	2	1132	10	388	8e-152	538.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN9476_c1_g1_i9	0	39	0	41	20.10174772	-7.829212526	2.187774798	-3.57861903	0.000345415	0.011874232	sp	G3XCN6	BETS_RHIML	32.7	636	286	11	144	2033	41	540	1.2e-81	307	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN7021_c0_g1_i2	0	22	0	64	20.62192948	-7.867286856	2.226070092	-3.534159541	0.000409074	0.013428557	sp	Q1ZXF1	ECHM_DICDI	59.3	236	95	1	167	874	36	270	6.8e-73	276.2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN1673_c0_g1_i1	0	313	0	649	233.993659	-11.37089535	1.581168365	-7.191451336	6.41e-13	3.15e-09	sp	P58374	RL30_BRABE	67.3	110	36	0	56	385	2	111	3.8e-37	156	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN14760_c0_g1_i2	0	66	0	113	43.92392696	-8.957538389	1.842776182	-4.860893297	1.17e-06	0.000179398	sp	Q28BT8	DUS3L_XENTR	41.6	563	250	12	268	1812	107	638	5.2e-112	406.8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN3717_c0_g1_i6	0	31	0	49	19.70528124	-7.801021857	2.203466332	-3.540340845	0.000399611	0.013300318	sp	Q975X3	CDC61_SULTO	24.8	310	212	8	995	1879	16	319	6.5e-12	74.7	CDC61_SULTO	reviewed	ORC1-type DNA replication protein 1	cdc6-1 STK_03050	Sulfolobus tokodaii (strain DSM 16993 / JCM 10545 / NBRC 100140 / 7)	398	DNA replication [GO:0006260]		ATP binding [GO:0005524]	ATP binding [GO:0005524]; DNA replication [GO:0006260]	GO:0005524; GO:0006260
TRINITY_DN16439_c0_g1_i2	0	41	0	87	31.10224853	-8.459800518	1.98825737	-4.254882012	2.09e-05	0.00148057	sp	P87303	TFB2_SCHPO	34.2	111	68	2	1065	1385	287	396	5e-09	64.3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN1667_c0_g2_i1	0	46	0	38	21.35710456	-7.916297171	2.162325798	-3.66101037	0.000251223	0.009421039	sp	P0A9Y8	CSPC_ECO57	59.4	69	26	2	68	274	1	67	6e-14	80.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN4206_c0_g2_i3	1	39	0	57	24.00079355	-6.601876746	1.96584086	-3.358296635	0.000784244	0.020702993	sp	P61758	PFD3_HUMAN	45	169	89	2	154	651	25	192	3.2e-31	137.9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN916_c1_g1_i9	51	0	56	0	25.71166342	8.123009884	2.051535761	3.959477597	7.51e-05	0.003819922	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
